timestamp,participants,categorization,id,conversation_id,conversation_time,date,time,duration
2023-10-04T11:01:28.830Z,"[{""role"":""coach"",""name"":""Emily""},{""role"":""client"",""name"":""John""}]","[""health"",""nutrition"",""exercise"",""support""]",328ff193-c951-47c6-8731-9b9ed7245927,328ff193-c951-47c6-8731-9b9ed7245927,null,null,null,null
2023-10-04,"[{""role"":""coach"",""name"":""Katie""},{""role"":""client"",""name"":""Albert""}]","[""health goals"",""family history"",""diet and lifestyle changes"",""meal planning"",""portion control"",""overeating"",""unhealthy food choices""]",20108fdd-1dc2-448b-a726-8c1878b45504,null,11:01:26,null,null,null
2023-10-04T11:01:29.454Z,"[{""role"":""coach"",""name"":""Katie""},{""role"":""client"",""name"":""Albert""}]","[""health"",""nutrition"",""progress"",""challenges"",""support"",""meal plan"",""Hispanic foods""]",16e5c07d-fcd3-4fa0-bbde-b5599d0d7240,16e5c07d-fcd3-4fa0-bbde-b5599d0d7240,null,null,null,null
2023-10-04T11:01:41.002Z,"[{""name"":""Sarah"",""role"":""coach""},{""name"":""Mike"",""role"":""client""}]","[""health"",""nutrition"",""progress tracking""]",29c33455-11e7-4f23-aab9-d14b93e7b622,null,null,null,null,null
2023-10-04T11:01:45.206Z,"[{""name"":""Sarah"",""role"":""coach""},{""name"":""Mike"",""role"":""client""}]","[""health"",""diet"",""nutrition"",""lifestyle""]",7dec3634-c4dc-473f-b6cc-bbf9f0ecf883,7dec3634-c4dc-473f-b6cc-bbf9f0ecf883,null,null,null,null
2023-10-04T11:01:35.416Z,"[{""name"":""Alex"",""role"":""coach""},{""name"":""Maria"",""role"":""client""}]","[""weight loss"",""health improvement"",""lifestyle"",""eating habits"",""diets"",""sustainability"",""ethnic backgrounds""]",b088ee05-63de-4116-ad86-16ad04a8364c,b088ee05-63de-4116-ad86-16ad04a8364c,null,null,null,null
2023-10-04,"[{""name"":""Alex"",""role"":""coach""},{""name"":""Maria"",""role"":""client""}]","[""health"",""fitness"",""motivation"",""exercise"",""progress"",""challenges""]",0246d1c0-45d2-4ff4-a70a-7e393c6649e6,0246d1c0-45d2-4ff4-a70a-7e393c6649e6,11:01:40,null,null,null
2023-10-04T11:01:46.069Z,"[{""role"":""coach"",""name"":""Andrew""},{""role"":""client"",""name"":""Danielle""}]","[""health"",""nutrition"",""lifestyle"",""goal-setting""]",dd48c3a3-d1fb-4af5-8e36-7a3f263a9e54,dd48c3a3-d1fb-4af5-8e36-7a3f263a9e54,null,null,null,null
2023-10-04T11:01:57.728Z,"[{""name"":""Jennifer"",""role"":""coach""},{""name"":""Sam"",""role"":""client""}]","[""health"",""nutrition"",""exercise"",""support""]",16718c69-2bc8-4342-8bfb-93b2a1a12e03,null,null,null,null,null
2023-10-04T11:01:46.721Z,"[{""role"":""coach"",""name"":""Andrew""},{""role"":""client"",""name"":""Danielle""}]","[""health"",""progress"",""commitment"",""weight loss"",""workouts""]",7b8fb94c-ba47-427c-ae82-d7463d821cc9,7b8fb94c-ba47-427c-ae82-d7463d821cc9,null,null,null,null
2023-10-04T11:01:45.669Z,"[{""name"":""Jennifer"",""role"":""coach""},{""name"":""Sam"",""role"":""client""}]","[""health"",""nutrition"",""medical advice""]",8c958307-8cca-48f7-a0df-02c8c5348841,8c958307-8cca-48f7-a0df-02c8c5348841,null,null,null,null
2023-10-04T11:01:54.929Z,"[{""role"":""coach"",""name"":""Robert""},{""role"":""client"",""name"":""Emma""}]","[""health"",""nutrition"",""lifestyle"",""exercise"",""risk reduction""]",7aff81b4-4640-40ab-a0f0-6adbf8dbb4b7,7aff81b4-4640-40ab-a0f0-6adbf8dbb4b7,null,null,null,null
2023-10-04T11:01:58.408Z,"[{""role"":""coach"",""name"":""Robert""},{""role"":""client"",""name"":""Emma""}]","[""health"",""wellness"",""exercise"",""nutrition"",""self-improvement""]",5558892b-f644-4ef2-853a-5de38cef2004,5558892b-f644-4ef2-853a-5de38cef2004,null,null,null,null
2023-10-04T11:01:53.167Z,"[{""role"":""coach"",""name"":""Michelle""},{""role"":""client"",""name"":""Li Wei""}]","[""health"",""hypertension"",""lifestyle"",""diet"",""exercise""]",d54716ee-f18c-4424-af72-a9883e3a9873,d54716ee-f18c-4424-af72-a9883e3a9873,null,null,null,null
2023-10-04T11:02:02.287Z,"[{""name"":""Mark"",""role"":""coach""},{""name"":""Sofia"",""role"":""client""}]","[""health"",""weight loss"",""nutrition"",""exercise""]",76a04f1d-c739-4b84-adcb-b1f999319a29,76a04f1d-c739-4b84-adcb-b1f999319a29,null,null,null,null
2023-10-04T11:02:04.221Z,"[{""role"":""coach"",""name"":""Michelle""},{""role"":""client"",""name"":""Li Wei""}]","[""health"",""diet"",""exercise"",""progress"",""motivation""]",9cd2dbda-7735-4353-b409-3086ade82a23,9cd2dbda-7735-4353-b409-3086ade82a23,null,null,null,null
2023-10-04T11:02:09.594Z,"[{""role"":""coach"",""name"":""Lisa""},{""role"":""client"",""name"":""Hugh""}]","[""introduction"",""greeting"",""location"",""background"",""ethnicity"",""smoking"",""drinking"",""lifestyle"",""symptoms""]",125d2fa7-170c-4c25-9dc6-c993fe437787,125d2fa7-170c-4c25-9dc6-c993fe437787,null,null,null,null
2023-10-04T11:02:11.461Z,"[{""name"":""Lisa"",""role"":""coach""},{""name"":""Hugh"",""role"":""client""}]","[""health"",""progress"",""exercise"",""support""]",4aa66afe-8c9a-483d-b44a-8482a6c2a9c3,4aa66afe-8c9a-483d-b44a-8482a6c2a9c3,null,null,null,null
2023-10-04T11:02:04.201Z,"[{""name"":""Mark"",""role"":""coach""},{""name"":""Sofia"",""role"":""client""}]","[""weight loss"",""progress"",""challenges"",""goals"",""maintenance""]",a993bc37-002f-49c8-a769-9ec37ce134d8,a993bc37-002f-49c8-a769-9ec37ce134d8,null,null,null,null
2023-10-04T11:02:11.622Z,"[{""role"":""coach"",""name"":""Robert""},{""role"":""client"",""name"":""Samuel""}]","[""portion control"",""exercise routine"",""motivation"",""cultural influences"",""finding balance""]",018ccebe-576e-49bc-8b11-4302e5e38603,018ccebe-576e-49bc-8b11-4302e5e38603,null,null,null,null
2023-10-04T11:02:12.577Z,"[{""role"":""coach"",""name"":""Robert""},{""role"":""client"",""name"":""Samuel""}]","[""nutrition"",""lifestyle change"",""weight management"",""healthy eating"",""motivation""]",51abf61a-b370-4f7c-97a8-9d57afd89023,51abf61a-b370-4f7c-97a8-9d57afd89023,null,null,null,null
2023-10-04T11:02:21.893Z,"[{""name"":""Angela"",""role"":""coach""},{""name"":""Harrison"",""role"":""client""}]","[""health"",""nutrition"",""stress management""]",d040c674-7de6-4ad1-a357-c1cbd43d9b8b,d040c674-7de6-4ad1-a357-c1cbd43d9b8b,null,null,null,null
2023-10-04T11:02:26.886Z,"[{""name"":""Martin"",""role"":""coach""},{""name"":""Linda"",""role"":""client""}]","[""nutrition"",""exercise"",""progress"",""support""]",c7110609-a540-4b9f-8fa2-8b4307354647,c7110609-a540-4b9f-8fa2-8b4307354647,null,null,null,null
2023-10-04T11:02:23.491Z,"[{""role"":""coach"",""name"":""Angela""},{""role"":""client"",""name"":""Harrison""}]","[""progress"",""strategies"",""mindfulness"",""healthy choices"",""weight-loss goals""]",736836ae-8560-47d4-b7cd-123e535e75ef,736836ae-8560-47d4-b7cd-123e535e75ef,null,null,null,null
2023-10-04T11:02:29.793Z,"[{""role"":""coach"",""name"":""Martina""},{""role"":""client"",""name"":""Kelly""}]","[""weight loss"",""nutrition"",""exercise"",""mental health""]",b319ffcf-f9ee-4947-835a-d72e8c1dfc76,b319ffcf-f9ee-4947-835a-d72e8c1dfc76,null,null,null,null
2023-10-04T11:02:26.229Z,"[{""name"":""Martin"",""role"":""coach""},{""name"":""Linda"",""role"":""client""}]","[""health"",""nutrition"",""weight loss"",""meal plan"",""exercise"",""challenges"",""cultural preferences"",""balance"",""moderation"",""smart choices"",""sustainability"",""guidance"",""encouragement""]",ce8b69b0-2550-4a15-b394-dc7e824866b9,ce8b69b0-2550-4a15-b394-dc7e824866b9,null,null,null,null
2023-10-04T11:02:33.194Z,"[{""role"":""coach"",""name"":""Martina""},{""role"":""client"",""name"":""Kelly""}]","[""progress"",""diet plan"",""support"",""communication"",""challenges"",""choices""]",4114467a-c635-411a-96db-61d055f8f949,4114467a-c635-411a-96db-61d055f8f949,null,null,null,null
2023-10-04T11:02:39.102Z,"[{""role"":""coach"",""name"":""Mike""},{""role"":""client"",""name"":""John""}]","[""health"",""weight loss"",""lifestyle change"",""nutrition"",""exercise"",""emotional well-being""]",57f7d62c-1425-4b68-9ca2-4ac7046cfe8c,57f7d62c-1425-4b68-9ca2-4ac7046cfe8c,null,null,null,null
2023-10-04T11:02:41.147Z,"[{""name"":""Sophia"",""role"":""coach""},{""name"":""Daniel"",""role"":""client""}]","[""health"",""exercise"",""time management"",""support""]",4957a5f8-cb00-4ed1-99ee-036c4cebe341,4957a5f8-cb00-4ed1-99ee-036c4cebe341,null,null,null,null
2023-10-04T11:02:43.627Z,"[{""role"":""coach"",""name"":""Mike""},{""role"":""client"",""name"":""John""}]","[""weight loss"",""nutrition"",""exercise"",""mindset"",""support""]",1c6a15d0-7dff-49d1-8d69-ab6798d2c665,1c6a15d0-7dff-49d1-8d69-ab6798d2c665,null,null,null,null
2023-10-04T11:02:38.325Z,"[{""name"":""Daniel"",""role"":""client""},{""name"":""Sophia"",""role"":""coach""}]","[""health"",""fitness"",""achievement"",""progress"",""motivation"",""goal setting""]",8201608d-7f28-4622-bd4d-d9be13e72a85,null,null,null,null,null
2023-10-04,"[{""role"":""coach"",""name"":""Robert""},{""role"":""client"",""name"":""Martha""}]","[""health"",""lifestyle"",""exercise"",""nutrition""]",9c2065d6-4cea-420b-8342-e991e66e488f,null,11:02:43,null,null,null
2023-10-04T11:02:48.928Z,"[{""name"":""Robert"",""role"":""coach""},{""name"":""Martha"",""role"":""client""}]","[""Weight loss"",""Motivation"",""Progress tracking"",""Mindset""]",403785ff-ab49-451b-9cce-1f84b87e7f43,403785ff-ab49-451b-9cce-1f84b87e7f43,null,null,null,null
2023-10-04T11:02:51.068Z,"[{""role"":""coach"",""name"":""Hannah""},{""role"":""client"",""name"":""Betty""}]","[""food cravings"",""stress management"",""healthy snacking"",""support""]",8351893d-c7f9-4084-8d82-587a2bc98157,8351893d-c7f9-4084-8d82-587a2bc98157,null,null,null,null
2023-10-04T11:02:50.617Z,"[{""name"":""Hannah"",""role"":""coach""},{""name"":""Betty"",""role"":""client""}]","[""health"",""weight loss"",""hypertension"",""lifestyle changes"",""exercise"",""nutrition""]",84b67904-0a14-4b0b-b32c-8a64516332a9,84b67904-0a14-4b0b-b32c-8a64516332a9,null,null,null,null
2023-10-04T11:02:56.496Z,"[{""role"":""coach"",""name"":""Tom""},{""role"":""client"",""name"":""George""}]","[""health"",""weight loss"",""diabetes management"",""nutrition"",""lifestyle""]",715450bf-33ba-4a0e-94df-cac51d40db1f,715450bf-33ba-4a0e-94df-cac51d40db1f,null,null,null,null
2023-10-04T11:02:57.831Z,"[{""name"":""Tom"",""role"":""coach""},{""name"":""George"",""role"":""client""}]","[""health"",""weight-loss"",""diabetes"",""progress"",""challenges"",""support""]",5b13c9a6-db3e-4efa-abe4-4ad7386980f4,5b13c9a6-db3e-4efa-abe4-4ad7386980f4,null,null,null,null
2023-10-04T11:03:01.340Z,"[{""name"":""Sophie"",""role"":""coach""},{""name"":""Katie"",""role"":""client""}]","[""health"",""fitness"",""nutrition"",""progress"",""motivation""]",88bec6c0-3291-400b-aaba-809e625c07d1,null,null,null,null,null
2023-10-04T11:03:03.338Z,"[{""role"":""coach"",""name"":""Sophie""},{""role"":""client"",""name"":""Katie""}]","[""weight loss"",""nutrition"",""plateau"",""progress"",""obstacles"",""guidance"",""support"",""encouragement"",""goal setting""]",f0f2e5d3-5cb8-41b0-b3ff-baa22b88c3db,null,null,null,null,null
2023-10-04T11:03:13.131Z,"[{""name"":""Amanda"",""role"":""coach""},{""name"":""Emily"",""role"":""client""}]","[""health"",""diet"",""exercise"",""progress"",""support""]",cec3b3b1-a58f-4217-8927-9cda31244ef4,null,null,null,null,null
2023-10-04T11:03:04.569Z,"[{""name"":""Amanda"",""role"":""coach""},{""name"":""Emily"",""role"":""client""}]","[""health"",""lifestyle"",""diet"",""exercise"",""motivation""]",7325463c-7602-4b81-9c80-7cea02cded57,7325463c-7602-4b81-9c80-7cea02cded57,null,null,null,null
2023-10-04T11:03:07.547Z,"[{""role"":""coach"",""name"":""Brad""},{""role"":""client"",""name"":""Mark""}]","[""health"",""diet"",""nutrition"",""lifestyle"",""support""]",f81a9b0a-56e8-4c55-bce1-2550f8806f63,f81a9b0a-56e8-4c55-bce1-2550f8806f63,null,null,null,null
2023-10-04T11:03:04.296Z,"[{""name"":""Brad"",""role"":""coach""},{""name"":""Mark"",""role"":""client""}]","[""health"",""weight loss"",""fitness"",""cardiovascular disease"",""nutrition"",""medication"",""lifestyle changes"",""stress management""]",d2740e93-8b1d-40b4-b46f-709ca8f57836,d2740e93-8b1d-40b4-b46f-709ca8f57836,null,null,null,null
2023-10-04T11:03:12.737Z,"[{""role"":""coach"",""name"":""David""},{""role"":""client"",""name"":""Kumar""}]","[""health"",""nutrition"",""cardiovascular disease"",""lifestyle"",""diet""]",405e0ea0-80a1-4b78-9db1-e5960d64ed68,405e0ea0-80a1-4b78-9db1-e5960d64ed68,null,null,null,null
2023-10-04T11:03:17.705Z,"[{""role"":""coach"",""name"":""David""},{""role"":""client"",""name"":""Kumar""}]","[""health"",""nutrition"",""motivation"",""goal-setting"",""support""]",c9321954-1aed-4769-a007-7557d5df9b9f,c9321954-1aed-4769-a007-7557d5df9b9f,null,null,null,null
2023-10-04T11:03:17.001Z,"[{""name"":""Sophia"",""role"":""coach""},{""name"":""Maria"",""role"":""client""}]","[""cardiovascular disease"",""lifestyle changes"",""dietary improvements"",""meal planning"",""support and guidance""]",c522bccb-292f-43f0-9977-af2d67ba5965,c522bccb-292f-43f0-9977-af2d67ba5965,null,null,null,null
2023-10-04T11:03:16.404Z,"[{""role"":""coach"",""name"":""Sophia""},{""role"":""client"",""name"":""Maria""}]","[""nutrition"",""progress"",""support"",""motivation""]",f034f580-9244-46ab-aeb4-2d8769297ca9,f034f580-9244-46ab-aeb4-2d8769297ca9,null,null,null,null
2023-10-04T11:03:22.075Z,"[{""name"":""Samuel"",""role"":""coach""},{""name"":""Michael"",""role"":""client""}]","[""health"",""concerns"",""chest pain"",""cardiovascular disease"",""doctor"",""young people"",""priority"",""solution"",""proactive steps"",""diet"",""lifestyle habits""]",be6185dd-856a-461a-af32-b33d33b5d333,be6185dd-856a-461a-af32-b33d33b5d333,null,null,null,null
2023-10-04T11:03:26.190Z,"[{""role"":""coach"",""name"":""Samuel""},{""role"":""client"",""name"":""Michael""}]","[""nutrition"",""health"",""meal preparation"",""time management""]",695688ad-7a89-4052-a248-851046fe29db,695688ad-7a89-4052-a248-851046fe29db,null,null,null,null
2023-10-04T11:03:29.598Z,"[{""role"":""coach"",""name"":""Nicole""},{""role"":""client"",""name"":""Jasmine""}]","[""health"",""wellness"",""progress"",""support""]",65399f79-d274-426b-8d52-4dac66771712,65399f79-d274-426b-8d52-4dac66771712,null,null,null,null
2023-10-04T11:03:29.926Z,"[{""role"":""coach"",""name"":""Nicole""},{""role"":""client"",""name"":""Jasmine""}]","[""health"",""wellness"",""nutrition"",""lifestyle"",""goal-setting""]",e1a8b1fc-34a9-44c5-b3c1-1a98fa37d856,e1a8b1fc-34a9-44c5-b3c1-1a98fa37d856,null,null,null,null
2023-10-04T11:03:28.223Z,"[{""role"":""coach"",""name"":""Andrew""},{""role"":""client"",""name"":""John""}]","[""Type 1 diabetes"",""Diagnosis"",""Adjustment"",""Managing diabetes"",""Diet"",""Exercise"",""Appetite"",""Energy levels"",""Meal plan"",""Blood sugar levels"",""Favorite foods"",""Balance""]",be24df04-b535-4280-915c-33031bd46d5f,be24df04-b535-4280-915c-33031bd46d5f,null,null,null,null
2023-10-04T11:03:36.018Z,"[{""role"":""coach"",""name"":""Linda""},{""role"":""client"",""name"":""Michael""}]","[""health"",""blood sugar management"",""meal planning"",""portion control"",""stress management"",""sleep improvement""]",adc8e128-40e3-48c6-a3d1-a01ed49c0d5a,adc8e128-40e3-48c6-a3d1-a01ed49c0d5a,null,null,null,null
2023-10-04T11:03:36.439Z,"[{""role"":""coach"",""name"":""Sonia""},{""role"":""client"",""name"":""Rose""}]","[""health"",""diet"",""meal prep"",""support""]",356f0c90-1780-4bf2-9b11-249d62addfb1,356f0c90-1780-4bf2-9b11-249d62addfb1,null,null,null,null
2023-10-04T11:03:41.238Z,"[{""name"":""Jack"",""role"":""coach""},{""name"":""Ethan"",""role"":""client""}]","[""health"",""nutrition"",""blood sugar levels"",""diet"",""meal tracking""]",45dfa4cf-cac2-4e6f-93b3-d5730a4913a4,45dfa4cf-cac2-4e6f-93b3-d5730a4913a4,null,null,null,null
2023-10-04T11:03:37.727Z,"[{""role"":""coach"",""name"":""Michelle""},{""role"":""client"",""name"":""Emma""}]","[""health"",""nutrition"",""diabetes"",""lifestyle""]",0e5581c4-ddef-41be-8a68-58d481b15a05,0e5581c4-ddef-41be-8a68-58d481b15a05,null,null,null,null
2023-10-04T11:03:39.868Z,"[{""name"":""Fiona"",""role"":""coach""},{""name"":""George"",""role"":""client""}]","[""diagnosis"",""acceptance"",""coping"",""overwhelmed"",""support"",""change"",""positive attitude""]",4b399b28-88ad-43b6-a498-eb56ccc45243,4b399b28-88ad-43b6-a498-eb56ccc45243,null,null,null,null
2023-10-04T11:03:47.321Z,"[{""role"":""coach"",""name"":""Paul""},{""role"":""client"",""name"":""Noah""}]","[""health"",""diabetes management"",""lifestyle changes"",""nutrition""]",c3e9ad85-129a-47cc-b68b-e247a810601d,c3e9ad85-129a-47cc-b68b-e247a810601d,null,null,null,null
2023-10-04T11:03:48.414Z,"[{""role"":""coach"",""name"":""Harry""},{""role"":""client"",""name"":""Oliver""}]","[""health"",""diet"",""support"",""cravings"",""meal plan""]",f0eb20f8-99c7-4927-984e-7651b3482196,f0eb20f8-99c7-4927-984e-7651b3482196,null,null,null,null
2023-10-04T11:03:52.790Z,"[{""name"":""Rachael"",""role"":""coach""},{""name"":""Amy"",""role"":""client""}]","[""physical activity"",""blood sugar control"",""medication"",""fitness level"",""exercise plan"",""monitoring"",""support""]",f498a490-af8c-4742-8fa0-a4a2bb569021,f498a490-af8c-4742-8fa0-a4a2bb569021,null,null,null,null
2023-10-04T11:03:52.987Z,"[{""name"":""Fred"",""role"":""coach""},{""name"":""Lucas"",""role"":""client""}]","[""weight loss"",""exercise"",""motivation""]",1fe1254f-b000-4855-9158-be276aebb962,1fe1254f-b000-4855-9158-be276aebb962,null,null,null,null
2023-10-04T11:03:49.283Z,"[{""role"":""coach"",""name"":""Megan""},{""role"":""client"",""name"":""Kate""}]","[""Type 1 diabetes management"",""Blood sugar levels"",""Stress management""]",80b77dfe-3907-45fb-8f93-f98e66362a95,80b77dfe-3907-45fb-8f93-f98e66362a95,null,null,null,null
2023-10-04T11:04:05.485Z,"[{""role"":""coach"",""name"":""Sarah""},{""role"":""client"",""name"":""Penny""}]","[""goal setting"",""meal planning"",""portion control"",""physical activity"",""motivation""]",31cb5998-a1e5-4568-94ad-229e3e4f57dd,31cb5998-a1e5-4568-94ad-229e3e4f57dd,null,null,null,null
2023-10-04T11:03:58.785Z,"[{""name"":""Peter"",""role"":""coach""},{""name"":""Ben"",""role"":""client""}]","[""health"",""routine"",""Type 2 diabetes"",""obstacles"",""meal planning"",""work schedule""]",39a94d0f-9b11-4522-9538-f3a317c7d6fe,39a94d0f-9b11-4522-9538-f3a317c7d6fe,null,null,null,null
2023-10-04T11:04:04.116Z,"[{""role"":""coach"",""name"":""Mark""},{""role"":""client"",""name"":""Robert""}]","[""stress management"",""exercise"",""diabetes management""]",ef46b594-ab11-4103-abc5-e516e2b8706e,ef46b594-ab11-4103-abc5-e516e2b8706e,null,null,null,null
